libro,autor,editorial,anio_publicacion,num_paginas,formato,categoria,rating,popularidad_libro
Aplicaciones modernas de Arquitectura,Carlos Pérez,Cambridge Press,2011,133,Físico,Arquitectura,0.42,9
Principios de Educación,Ricardo Gualán,Santillana,2018,309,Digital,Educación,3.12,6
Principios de Arquitectura,Jose Munoz,Springer,2009,319,Digital,Arquitectura,1.2,9
Sistematizacion de Hoteleria y turismo,Fernando Ortega,Santillana,2005,311,Digital,Hoteleria y turismo,2.77,6
Principios de Derecho,Carlos Pérez,Marcombo,2012,585,Físico,Derecho,2.32,5
Pilares de la ingeniería Economía,Carlos Javier,Cambridge Press,2021,290,Digital,Economía,3.62,2
El gran libro de Handbook de Informática,Nuria Alvarez,Marcombo,2013,435,Digital,Informática,3.49,7
Aplicaciones modernas de Ambiental,Verónica Salazar,Cambridge Press,2001,678,Físico,Ambiental,1.37,1
Fundamentos de Ambiental,Julio Martin,Cambridge Press,2022,519,Físico,Ambiental,1.85,4
Conocimientos de Hoteleria y turismo,Nicolas Sau,Cambridge Press,2018,276,Digital,Hoteleria y turismo,0.05,1
Sistematizacion de Industrial,Verónica Salazar,Springer,2003,555,Digital,Industrial,3.71,6
Principios de Robotica,Ricardo Gualán,Springer,2022,720,Físico,Robotica,0.19,10
Aplicaciones modernas de Robotica,Esteban Aguilar,Springer,2018,455,Físico,Robotica,2.77,5
Principios de Industrial,Julia Herrera,McGraw-Hill,2010,188,Digital,Industrial,1.13,2
Principios de Ciencias de la salud,Jose Rafael,Springer,2006,152,Físico,Ciencias de la salud,0.6,5
Procesos de la ingeniería Biodiversidad y recursos geneticos,Daniel Martinez,Reverté,2014,249,Físico,Biodiversidad y recursos geneticos,2.05,4
Conocimientos de Filosofía,Andrea Gómez,Oxford Press,2022,457,Digital,Filosofía,4.98,5
Sistematizacion de Filosofía,Daniel Martinez,Reverté,2007,393,Físico,Filosofía,4.06,1
Sistematizacion de Artes,Jose Rafael,Springer,2004,562,Físico,Artes,1.4,2
Procesos de la ingeniería Robotica,Daniela Lopez,Cambridge Press,2015,177,Digital,Robotica,0.4,2
Sistematizacion de Informática,Patricia León,Pearson,2021,194,Físico,Informática,3.7,9
Calidad en el desarrollo de Mecanica,Fernando Ortega,Reverté,2013,205,Digital,Mecanica,4.84,8
Fundamentos de Hoteleria y turismo,Ricardo Gualán,Reverté,2005,539,Físico,Hoteleria y turismo,0.4,10
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Jose Munoz,Cengage,2005,758,Físico,Biodiversidad y recursos geneticos,4.03,7
Calidad en el desarrollo de Ambiental,Luis Martínez,Cengage,2003,320,Digital,Ambiental,4.47,4
Principios de Ambiental,Jose Munoz,Santillana,2020,595,Digital,Ambiental,4.27,9
Aplicaciones modernas de Civil,María Torres,Panamericana,2000,484,Digital,Civil,2.17,8
Calidad en el desarrollo de Robotica,Sergio Gomez,Panamericana,2004,236,Físico,Robotica,2.23,1
Procesos de la ingeniería Biodiversidad y recursos geneticos,Alfons Gonzalez,Pearson,2019,574,Físico,Biodiversidad y recursos geneticos,4.11,10
Calidad en el desarrollo de Industrial,Jose Munoz,Cambridge Press,2002,272,Digital,Industrial,3.27,1
Conocimientos de Mecanica,Verónica Salazar,Cengage,2003,195,Físico,Mecanica,1.85,6
Calidad en el desarrollo de Arquitectura,Alfons Gonzalez,Panamericana,2010,126,Físico,Arquitectura,4.94,3
Principios de Artes,Sergio Gomez,Marcombo,2016,273,Físico,Artes,4.15,9
Sistematizacion de Informática,Jose Munoz,Panamericana,2021,654,Físico,Informática,1.98,4
Aplicaciones modernas de Artes,Carlos Javier,Cambridge Press,2015,745,Físico,Artes,1.97,6
Pilares de la ingeniería Artes,Jose Munoz,Reverté,2021,578,Digital,Artes,0.05,5
Principios de Educación,Ricardo Gualán,Reverté,2008,621,Físico,Educación,4.13,2
Sistematizacion de Filosofía,Carlos Pérez,Oxford Press,2014,153,Físico,Filosofía,1.55,6
El gran libro de Handbook de Arquitectura,Daniel Martinez,Santillana,2022,692,Físico,Arquitectura,1.41,6
Pilares de la ingeniería Artes,Daniela Lopez,Oxford Press,2014,622,Físico,Artes,0.76,10
Principios de Mecanica,Paul Clements,Oxford Press,2004,571,Digital,Mecanica,3.09,7
El gran libro de Handbook de Derecho,Agustin Reboredo,Marcombo,2007,528,Digital,Derecho,4.94,7
Pilares de la ingeniería Derecho,Guillermo Pantaleon,Cengage,2022,134,Físico,Derecho,3.76,7
Fundamentos de Mecanica,Sergio Gomez,Marcombo,2012,272,Físico,Mecanica,1.76,6
Calidad en el desarrollo de Mecanica,Esteban Aguilar,McGraw-Hill,2009,232,Físico,Mecanica,1.12,8
Aplicaciones modernas de Ciencias de la salud,Andrea Gómez,Santillana,2003,472,Digital,Ciencias de la salud,4.43,4
El gran libro de Handbook de Biodiversidad y recursos geneticos,Sebastian Raschka,Cengage,2016,319,Físico,Biodiversidad y recursos geneticos,4.99,3
Calidad en el desarrollo de Mecanica,Julio Martin,Cengage,2015,794,Digital,Mecanica,2.3,10
Conocimientos de Industrial,Esteban Aguilar,Marcombo,2011,138,Digital,Industrial,0.51,9
Principios de Arquitectura,Daniela Lopez,McGraw-Hill,2020,356,Digital,Arquitectura,0.1,1
Calidad en el desarrollo de Filosofía,Sergio Gomez,Marcombo,2013,231,Digital,Filosofía,2.85,1
Fundamentos de Biodiversidad y recursos geneticos,Paul Clements,Springer,2004,732,Físico,Biodiversidad y recursos geneticos,0.74,7
Calidad en el desarrollo de Economía,Julio Martin,Marcombo,2009,202,Físico,Economía,4.72,4
Sistematizacion de Educación,Patricia León,Springer,2009,197,Digital,Educación,3.58,2
Calidad en el desarrollo de Civil,María Torres,Cambridge Press,2003,603,Físico,Civil,1.71,9
Aplicaciones modernas de Artes,Kenneth E. Kendall,Springer,2003,605,Físico,Artes,3.35,6
Calidad en el desarrollo de Arquitectura,Carlos Javier,McGraw-Hill,2014,651,Digital,Arquitectura,0.26,5
Principios de Biodiversidad y recursos geneticos,Verónica Salazar,Marcombo,2017,665,Físico,Biodiversidad y recursos geneticos,4.43,8
Sistematizacion de Mecanica,Julia Herrera,Santillana,2021,448,Digital,Mecanica,2.4,9
Calidad en el desarrollo de Artes,Guillermo Pantaleon,Marcombo,2000,373,Físico,Artes,0.27,3
Calidad en el desarrollo de Arquitectura,Carlos Pérez,Oxford Press,2012,341,Físico,Arquitectura,3.28,7
Calidad en el desarrollo de Robotica,Fernando Ortega,McGraw-Hill,2002,619,Físico,Robotica,1.16,9
El gran libro de Handbook de Economía,Verónica Salazar,McGraw-Hill,2019,411,Digital,Economía,4.73,3
Conocimientos de Industrial,Verónica Salazar,Reverté,2016,575,Físico,Industrial,1.05,10
Calidad en el desarrollo de Arquitectura,Patricia León,Santillana,2020,589,Físico,Arquitectura,1.29,2
Procesos de la ingeniería Filosofía,Fernando Ortega,Alfaomega,2016,222,Físico,Filosofía,0.12,8
Calidad en el desarrollo de Derecho,María Torres,Springer,2017,755,Digital,Derecho,2.67,1
Aplicaciones modernas de Ambiental,Carlos Pérez,Marcombo,2007,275,Digital,Ambiental,0.56,9
Calidad en el desarrollo de Filosofía,Guillermo Pantaleon,McGraw-Hill,2018,393,Físico,Filosofía,0.97,8
Principios de Artes,Alfons Gonzalez,Santillana,2016,338,Digital,Artes,2.17,5
Aplicaciones modernas de Derecho,Ricardo Gualán,Panamericana,2022,646,Físico,Derecho,3.94,1
Conocimientos de Civil,Alfons Gonzalez,Oxford Press,2002,602,Físico,Civil,0.25,1
Procesos de la ingeniería Educación,Kenneth E. Kendall,McGraw-Hill,2013,573,Digital,Educación,1.77,4
Aplicaciones modernas de Hoteleria y turismo,Julia Herrera,Cengage,2021,740,Físico,Hoteleria y turismo,1.3,4
Fundamentos de Filosofía,Sergio Gomez,Marcombo,2019,284,Digital,Filosofía,0.37,5
Principios de Ciencias de la salud,Guillermo Pantaleon,Cambridge Press,2014,170,Digital,Ciencias de la salud,0.38,2
Pilares de la ingeniería Derecho,Verónica Salazar,Santillana,2018,510,Digital,Derecho,4.81,5
Conocimientos de Industrial,Sergio Gomez,Panamericana,2008,374,Digital,Industrial,4.09,10
Calidad en el desarrollo de Mecanica,Julio Martin,Cengage,2013,310,Digital,Mecanica,2.21,10
Calidad en el desarrollo de Economía,Kenneth E. Kendall,Santillana,2007,466,Físico,Economía,0.57,9
Calidad en el desarrollo de Ciencias de la salud,Luis Martínez,Marcombo,2004,399,Físico,Ciencias de la salud,4.91,10
Pilares de la ingeniería Informática,Sergio Gomez,Alfaomega,2017,243,Físico,Informática,1.97,7
Procesos de la ingeniería Industrial,Carlos Javier,Springer,2001,129,Físico,Industrial,3.43,10
Aplicaciones modernas de Ambiental,Julio Martin,Springer,2017,479,Digital,Ambiental,3.01,3
El gran libro de Handbook de Hoteleria y turismo,Fernando Jimenez,Panamericana,2015,792,Físico,Hoteleria y turismo,1.91,1
Calidad en el desarrollo de Artes,Nuria Alvarez,Cengage,2004,668,Digital,Artes,1.04,10
Pilares de la ingeniería Arquitectura,Agustin Reboredo,Cambridge Press,2010,136,Físico,Arquitectura,1.42,4
Sistematizacion de Civil,Patricia León,McGraw-Hill,2007,735,Físico,Civil,4.24,5
Pilares de la ingeniería Civil,Alfons Gonzalez,Pearson,2004,555,Digital,Civil,4.87,3
Pilares de la ingeniería Civil,Paul Clements,Pearson,2009,456,Digital,Civil,1.2,3
Fundamentos de Educación,Patricia León,Marcombo,2002,273,Físico,Educación,1.52,8
Procesos de la ingeniería Derecho,Fernando Jimenez,Oxford Press,2014,772,Físico,Derecho,3.83,6
Fundamentos de Economía,Andrea Gómez,Alfaomega,2016,478,Físico,Economía,1.38,10
El gran libro de Handbook de Filosofía,Sebastian Raschka,Santillana,2016,486,Digital,Filosofía,2.97,5
Calidad en el desarrollo de Artes,Carlos Javier,Marcombo,2009,182,Digital,Artes,2.02,6
El gran libro de Handbook de Derecho,Agustin Reboredo,Alfaomega,2011,283,Digital,Derecho,3.96,4
Calidad en el desarrollo de Industrial,Andrea Gómez,Cambridge Press,2009,290,Físico,Industrial,1.76,7
Aplicaciones modernas de Derecho,Agustin Reboredo,Pearson,2006,575,Físico,Derecho,1.19,9
El gran libro de Handbook de Arquitectura,Alfons Gonzalez,Cengage,2000,621,Físico,Arquitectura,0.38,2
Calidad en el desarrollo de Arquitectura,Nicolas Sau,Springer,2007,239,Físico,Arquitectura,2.61,2
Sistematizacion de Informática,Jose Rafael,Panamericana,2015,168,Digital,Informática,4.46,2
Sistematizacion de Ambiental,Carlos Javier,Oxford Press,2000,242,Físico,Ambiental,2.86,5
Calidad en el desarrollo de Robotica,Daniela Lopez,Alfaomega,2002,287,Físico,Robotica,3.68,6
Principios de Informática,Luis Martínez,Cengage,2021,319,Físico,Informática,4.62,7
El gran libro de Handbook de Derecho,Julio Martin,Panamericana,2007,537,Digital,Derecho,0.24,6
Procesos de la ingeniería Arquitectura,Daniel Martinez,Marcombo,2020,517,Digital,Arquitectura,3.54,10
Principios de Arquitectura,Fernando Jimenez,Santillana,2022,171,Digital,Arquitectura,4.75,10
Principios de Educación,Carlos Javier,Santillana,2019,701,Digital,Educación,4.72,10
El gran libro de Handbook de Civil,Ricardo Gualán,Marcombo,2021,471,Digital,Civil,0.21,4
El gran libro de Handbook de Robotica,Sebastian Raschka,Cengage,2013,366,Físico,Robotica,1.52,6
Principios de Biodiversidad y recursos geneticos,Daniel Martinez,Reverté,2008,662,Físico,Biodiversidad y recursos geneticos,3.8,1
Fundamentos de Biodiversidad y recursos geneticos,Julio Martin,Panamericana,2018,625,Físico,Biodiversidad y recursos geneticos,2.72,7
Aplicaciones modernas de Arquitectura,Luis Martínez,Oxford Press,2006,799,Físico,Arquitectura,0.41,1
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Jose Munoz,Oxford Press,2002,348,Físico,Biodiversidad y recursos geneticos,0.9,5
Calidad en el desarrollo de Economía,Fernando Ortega,Alfaomega,2012,631,Digital,Economía,4.68,1
Sistematizacion de Ciencias de la salud,Fernando Jimenez,Reverté,2018,692,Físico,Ciencias de la salud,4.01,4
Procesos de la ingeniería Civil,Nuria Alvarez,Marcombo,2020,660,Físico,Civil,4.57,2
Fundamentos de Educación,Ricardo Gualán,Santillana,2017,463,Digital,Educación,0.34,9
Pilares de la ingeniería Derecho,Alfons Gonzalez,Cambridge Press,2001,199,Físico,Derecho,1.48,6
Sistematizacion de Ciencias de la salud,Carlos Pérez,Cengage,2006,331,Digital,Ciencias de la salud,1.33,9
Pilares de la ingeniería Educación,Agustin Reboredo,Panamericana,2003,285,Físico,Educación,2.48,2
Calidad en el desarrollo de Hoteleria y turismo,Daniela Lopez,Panamericana,2022,236,Digital,Hoteleria y turismo,3.39,4
Aplicaciones modernas de Ambiental,Daniela Lopez,Reverté,2016,351,Digital,Ambiental,1.2,8
Principios de Informática,Esteban Aguilar,Alfaomega,2001,473,Físico,Informática,1.79,9
Principios de Educación,Jose Munoz,Cengage,2022,678,Físico,Educación,0.08,2
Conocimientos de Artes,Daniel Martinez,McGraw-Hill,2012,260,Físico,Artes,4.3,6
Calidad en el desarrollo de Mecanica,Agustin Reboredo,Springer,2020,588,Físico,Mecanica,2.92,6
Procesos de la ingeniería Civil,Julia Herrera,Cengage,2012,528,Físico,Civil,4.54,9
El gran libro de Handbook de Educación,Luis Martínez,McGraw-Hill,2014,741,Digital,Educación,0.3,10
El gran libro de Handbook de Filosofía,Fernando Jimenez,Marcombo,2017,334,Digital,Filosofía,4.25,8
Aplicaciones modernas de Arquitectura,Nuria Alvarez,Cengage,2010,247,Digital,Arquitectura,0.28,4
Aplicaciones modernas de Ambiental,Paul Clements,Springer,2001,640,Digital,Ambiental,2.23,7
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Nicolas Sau,Springer,2009,185,Físico,Biodiversidad y recursos geneticos,2.63,5
Principios de Arquitectura,Guillermo Pantaleon,Cengage,2004,474,Físico,Arquitectura,3.59,10
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Sebastian Raschka,Springer,2019,431,Digital,Biodiversidad y recursos geneticos,4.15,8
Procesos de la ingeniería Informática,Sebastian Raschka,Panamericana,2000,193,Digital,Informática,2.38,9
El gran libro de Handbook de Filosofía,Nicolas Sau,Reverté,2013,295,Físico,Filosofía,4.01,3
Pilares de la ingeniería Educación,Alfons Gonzalez,Panamericana,2017,439,Digital,Educación,2.79,10
Pilares de la ingeniería Civil,Sebastian Raschka,Oxford Press,2015,367,Físico,Civil,3.87,4
Procesos de la ingeniería Arquitectura,Carlos Javier,Springer,2015,162,Físico,Arquitectura,0.35,3
Aplicaciones modernas de Mecanica,Carlos Pérez,Reverté,2005,773,Físico,Mecanica,3.45,3
Procesos de la ingeniería Filosofía,Fernando Jimenez,Marcombo,2013,752,Físico,Filosofía,3.52,4
Calidad en el desarrollo de Robotica,Julio Martin,Cengage,2008,771,Digital,Robotica,4.48,3
Procesos de la ingeniería Arquitectura,Ricardo Gualán,Pearson,2004,771,Digital,Arquitectura,0.39,2
Conocimientos de Industrial,Nicolas Sau,Springer,2003,229,Físico,Industrial,3.34,1
Principios de Biodiversidad y recursos geneticos,Jose Munoz,Santillana,2008,783,Digital,Biodiversidad y recursos geneticos,4.24,6
Conocimientos de Arquitectura,María Torres,Cambridge Press,2014,628,Físico,Arquitectura,3.85,2
Fundamentos de Educación,Guillermo Pantaleon,McGraw-Hill,2008,498,Físico,Educación,4.09,10
Conocimientos de Derecho,Patricia León,Marcombo,2003,228,Digital,Derecho,0.63,8
Pilares de la ingeniería Economía,Ricardo Gualán,Marcombo,2002,158,Físico,Economía,4.13,1
Calidad en el desarrollo de Filosofía,Paul Clements,Alfaomega,2011,306,Digital,Filosofía,1.59,4
Fundamentos de Robotica,Guillermo Pantaleon,McGraw-Hill,2000,411,Digital,Robotica,2.38,6
Principios de Arquitectura,Sergio Gomez,Reverté,2019,439,Digital,Arquitectura,3.12,1
Sistematizacion de Mecanica,Jose Rafael,Oxford Press,2018,638,Digital,Mecanica,4.84,9
Calidad en el desarrollo de Derecho,Patricia León,Panamericana,2009,575,Físico,Derecho,4.42,6
El gran libro de Handbook de Hoteleria y turismo,Nuria Alvarez,Santillana,2012,666,Digital,Hoteleria y turismo,1.98,2
Principios de Filosofía,Fernando Jimenez,Reverté,2008,160,Físico,Filosofía,2.92,10
Procesos de la ingeniería Educación,Alfons Gonzalez,McGraw-Hill,2006,137,Digital,Educación,1.9,7
Pilares de la ingeniería Mecanica,Alfons Gonzalez,Cengage,2003,448,Digital,Mecanica,3.58,8
Aplicaciones modernas de Civil,Sebastian Raschka,Reverté,2013,574,Digital,Civil,4.28,10
Aplicaciones modernas de Ambiental,Alfons Gonzalez,Santillana,2018,530,Digital,Ambiental,3.55,2
Calidad en el desarrollo de Arquitectura,Luis Martínez,Alfaomega,2012,267,Digital,Arquitectura,4.39,6
Aplicaciones modernas de Mecanica,Agustin Reboredo,Oxford Press,2005,777,Físico,Mecanica,3.81,3
Calidad en el desarrollo de Civil,Nicolas Sau,Springer,2013,356,Físico,Civil,1.06,8
Procesos de la ingeniería Arquitectura,Patricia León,Reverté,2022,184,Físico,Arquitectura,2.14,2
Calidad en el desarrollo de Arquitectura,Carlos Pérez,Panamericana,2015,634,Físico,Arquitectura,0.39,3
Aplicaciones modernas de Educación,Daniela Lopez,Panamericana,2013,475,Digital,Educación,2.62,7
Principios de Hoteleria y turismo,Julia Herrera,Alfaomega,2019,648,Digital,Hoteleria y turismo,4.09,1
El gran libro de Handbook de Industrial,Fernando Jimenez,Cengage,2004,400,Digital,Industrial,2.84,10
Principios de Ciencias de la salud,Fernando Ortega,Cambridge Press,2012,517,Físico,Ciencias de la salud,4.2,1
Conocimientos de Ambiental,Jose Rafael,Cambridge Press,2007,709,Físico,Ambiental,1.19,10
Principios de Hoteleria y turismo,Fernando Jimenez,Cengage,2009,777,Físico,Hoteleria y turismo,0.45,3
Procesos de la ingeniería Ambiental,Fernando Jimenez,McGraw-Hill,2009,580,Digital,Ambiental,4.16,3
Aplicaciones modernas de Informática,Fernando Ortega,Springer,2005,387,Físico,Informática,2.74,1
Pilares de la ingeniería Filosofía,María Torres,Alfaomega,2018,512,Digital,Filosofía,1.99,7
Conocimientos de Filosofía,Julio Martin,Santillana,2014,454,Físico,Filosofía,3.18,4
Conocimientos de Economía,Fernando Jimenez,Oxford Press,2019,598,Digital,Economía,0.59,10
Sistematizacion de Ambiental,Ricardo Gualán,Oxford Press,2020,784,Digital,Ambiental,1.49,10
Fundamentos de Filosofía,Jose Rafael,Cambridge Press,2004,470,Físico,Filosofía,1.63,5
El gran libro de Handbook de Hoteleria y turismo,Luis Martínez,Reverté,2007,358,Digital,Hoteleria y turismo,2.35,9
Conocimientos de Hoteleria y turismo,Kenneth E. Kendall,Pearson,2008,599,Digital,Hoteleria y turismo,1.64,10
Sistematizacion de Industrial,Alfons Gonzalez,Panamericana,2022,432,Físico,Industrial,0.98,3
Principios de Industrial,Paul Clements,Reverté,2004,368,Digital,Industrial,3.62,2
Conocimientos de Robotica,Daniel Martinez,Panamericana,2015,751,Físico,Robotica,4.72,3
Aplicaciones modernas de Derecho,Luis Martínez,Alfaomega,2018,247,Físico,Derecho,5.0,4
Conocimientos de Mecanica,Daniel Martinez,McGraw-Hill,2004,656,Digital,Mecanica,4.18,2
Procesos de la ingeniería Derecho,María Torres,Oxford Press,2012,279,Físico,Derecho,2.82,3
Principios de Informática,Fernando Ortega,Panamericana,2003,433,Digital,Informática,2.63,7
Calidad en el desarrollo de Educación,Guillermo Pantaleon,Oxford Press,2012,435,Físico,Educación,0.04,2
Sistematizacion de Mecanica,Ricardo Gualán,Pearson,2008,486,Físico,Mecanica,1.69,7
Sistematizacion de Filosofía,Carlos Javier,Pearson,2002,608,Físico,Filosofía,0.01,9
El gran libro de Handbook de Ciencias de la salud,Julio Martin,Panamericana,2015,440,Físico,Ciencias de la salud,0.77,1
Pilares de la ingeniería Ambiental,Fernando Ortega,Springer,2005,433,Digital,Ambiental,0.1,1
Procesos de la ingeniería Artes,Verónica Salazar,Panamericana,2009,453,Digital,Artes,0.2,7
